District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
Udaipur,Black lava soil,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Pulses,Canal Irrigation,14837.31993,15194.53706
Ajmer,Clay,6.657666211,2.095458262,29.81834696,20.73467649,37.38934215,Gram,Tube Well,9376.41469,8571.722508
Alwar,Black lava soil,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Guava,Sprinkler Irrigation,12361.20041,11830.26611
Hanumangarh,Nitrogenous,7.791368792,2.248436795,35.34885727,14.00151236,28.41928069,Fenugreek,Tube Well,13241.42737,13769.9158
Udaipur,Alkaline,7.313662208,1.878650626,20.54994914,17.72602641,34.80096734,Barley,Sprinkler Irrigation,6837.301127,6220.534407
Jaipur,Nitrogenous,7.697899424,2.131775406,36.42047897,7.868039647,28.06535065,Cotton,Canal Irrigation,14058.35972,13953.3593
Kota,Chalky (Calcareous),7.650850004,2.087768115,20.78103208,15.54841076,39.67961118,Gram,Canal Irrigation,9703.994034,8872.616567
Nagaur,Black lava soil,8.005419868,3.764527594,23.77756775,22.24913607,36.46223857,Oilseeds,Canal Irrigation,14206.98257,13444.51469
Jaipur,Nitrogenous,8.491816826,2.005940217,31.93293115,26.796488,39.26430248,Coriander,Drip Irrigation,8055.923952,8931.093656
Alwar,Chalky (Calcareous),7.923441052,1.942387884,28.07528556,22.70454259,44.38084584,Sugarcane,Canal Irrigation,9362.07683,8625.621094
Sri Ganganagar,Sandy,6.909062937,2.224736956,40.43023525,14.92620253,38.19268617,Garlic,Tube Well,12262.9,11409.18914
Nagaur,Chalky (Calcareous),7.816830512,1.650900163,38.39337337,10.44179725,46.55583749,Cotton,Sprinkler Irrigation,6330.785622,5640.836578
Sri Ganganagar,Loamy,7.171687965,2.436994876,30.39219623,20.91497225,35.82864328,Tomato,Canal Irrigation,11539.31854,10755.33172
Jaipur,Chalky (Calcareous),7.462827335,1.907724279,32.96164774,20.49656907,38.04795631,Maize,Drip Irrigation,14425.02599,14786.13469
Bhilwara,Nitrogenous,6.966983914,1.974228896,39.56002735,25.82030076,46.74589524,Gram,Sprinkler Irrigation,14615.2967,14165.22175
Nagaur,Black lava soil,6.55016486,1.93586826,23.08329612,24.50864349,43.92073208,Cumin,Drip Irrigation,11546.48612,11688.06174
Hanumangarh,Chalky (Calcareous),7.395665814,1.843665777,34.28949413,22.76784766,38.7135,Barley,Sprinkler Irrigation,6952.117593,7646.851014
Kota,Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Mustard,Drip Irrigation,12202.81956,12761.84085
Sri Ganganagar,Alkaline,7.291780783,2.000988422,37.66436678,13.27492758,35.69475164,Sugarcane,Drip Irrigation,10190.62478,9230.048762
Udaipur,Nitrogenous,7.751372404,0.75336459,25.17167598,28.14583182,37.09108983,Garlic,Drip Irrigation,12398.89445,12948.6353
Ajmer,Chalky (Calcareous),7.336491341,1.89327161,32.48099594,17.32341644,42.55749788,Oilseeds,Sprinkler Irrigation,11379.8507,11581.52813
Jodhpur,Saline,7.013617742,2.203311017,29.13685433,23.1933857,39.6821323,Onion,Sprinkler Irrigation,14543.52444,14584.89972
Bhilwara,Saline,8.331866416,2.152621563,32.9369585,27.07093644,42.23696969,Opium,Tube Well,9685.957074,9556.337171
Kota,Sandy,7.471046125,1.6324416,29.0703776,12.00302619,51.38543249,Wheat,Canal Irrigation,12097.0136,11350.65627
Hanumangarh,Chalky (Calcareous),7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Garlic,Drip Irrigation,13964.53159,14596.64479
Sri Ganganagar,Chalky (Calcareous),7.138017635,1.677829866,16.30429897,25.93072737,47.7016199,Barley,Sprinkler Irrigation,7141.194633,7053.047708
Udaipur,Sandy,7.869837734,3.285997659,18.75283773,23.04367795,37.21434714,Mustard,Sprinkler Irrigation,13394.0489,13579.46223
Jaipur,Black lava soil,6.839961406,1.880623699,36.42791117,19.71469354,40.70797893,Onion,Drip Irrigation,10136.33045,10566.05719
Bhilwara,Saline,7.640022671,0.662716436,21.24512213,19.11254058,40.41220883,Barley,Drip Irrigation,10223.5105,10049.54931
Ajmer,Saline,7.274873306,1.62199799,31.11963437,10.26737357,34.41036196,Mustard,Canal Irrigation,6854.972214,6806.422334
Hanumangarh,Black lava soil,8.099649786,1.983861553,29.56457637,29.39937275,42.6037806,Fennel,Drip Irrigation,12094.26981,12418.71668
Nagaur,Black lava soil,6.991044255,1.588917197,23.56197358,15.49775769,47.0972784,Pulses,Canal Irrigation,11188.18907,11450.85822
Alwar,Loamy,6.939791041,1.622566902,30.16071573,11.37114438,40.1116962,Gram,Canal Irrigation,10428.86594,9813.976461
Sri Ganganagar,Clay,7.609329653,1.776839742,28.99680351,21.83755205,45.20215446,Cumin,Drip Irrigation,10498.5806,11378.40275
Bhilwara,Nitrogenous,6.919108078,1.858430552,28.49570126,13.95261532,41.94489365,Opium,Canal Irrigation,8902.221312,8984.565487
Hanumangarh,Saline,7.035536759,1.747935663,29.63571156,29.44639398,41.19085653,Tomato,Sprinkler Irrigation,7868.457709,6986.421839
Alwar,Alkaline,7.516859527,2.134296791,24.42588906,25.98455474,37.01552608,Pulses,Sprinkler Irrigation,11100.78018,10715.63683
Kota,Black lava soil,8.528905589,1.280794417,27.4241455,19.36740552,42.19726345,Barley,Sprinkler Irrigation,8634.324787,8641.818231
Jaipur,Alkaline,7.853615687,2.737556182,29.03286186,21.09194494,46.44431713,Mango,Sprinkler Irrigation,6794.217285,5950.658344
Hanumangarh,Chalky (Calcareous),7.707913315,1.391551645,36.81688257,16.97421882,44.5520925,Mango,Sprinkler Irrigation,13186.35728,13372.52778
Kota,Nitrogenous,7.162532991,1.798462005,39.95776651,15.83969348,37.24942359,Guava,Sprinkler Irrigation,5463.334822,4876.882971
Jaipur,Clay,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Guava,Sprinkler Irrigation,12720.05023,11959.80721
Kota,Sandy,7.196322783,1.961389477,32.12921829,22.09102878,31.11994123,Fennel,Canal Irrigation,6547.55675,7484.439552
Ajmer,Nitrogenous,7.218026256,1.591891378,30.39071531,24.30818062,40.69530199,Sugarcane,Sprinkler Irrigation,11408.14277,11428.96675
Hanumangarh,Nitrogenous,7.179459367,2.329527172,35.13447309,22.99788771,48.0939382,Mango,Drip Irrigation,13925.20531,14077.13933
Kota,Nitrogenous,7.657064748,1.841958519,31.57169342,22.19575067,44.16589716,Bajra,Sprinkler Irrigation,10072.25843,10460.96623
Jaipur,Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Garlic,Tube Well,11609.33089,11335.91998
Jodhpur,Loamy,7.80162375,2.149079233,33.19330084,25.29059163,41.8380992,Citrus,Tube Well,10890.19063,10699.08668
Jodhpur,Saline,6.931483558,1.589092586,36.51295198,20.6883097,37.24706466,Onion,Drip Irrigation,10307.85325,11285.49042
Udaipur,Nitrogenous,7.356046962,2.122519332,28.65024052,12.28274528,47.97088978,Fenugreek,Tube Well,9270.968082,9897.233042
Udaipur,Chalky (Calcareous),8.346773567,2.075703695,28.53657271,16.90919776,44.49255852,Tomato,Drip Irrigation,6772.560136,6623.944401
Jodhpur,Black lava soil,6.963335984,1.785576037,32.07918418,23.00106483,44.78966028,Pulses,Drip Irrigation,7941.716516,8381.194585
Kota,Alkaline,7.449002642,1.578783685,33.7543639,23.27215514,44.86028483,Barley,Canal Irrigation,12064.057,11149.68607
Jodhpur,Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Mango,Sprinkler Irrigation,5029.106724,5620.330564
Udaipur,Nitrogenous,7.193508364,1.971479417,35.91993722,21.70912607,39.69981229,Maize,Sprinkler Irrigation,8905.040178,9063.974238
Kota,Saline,7.351066598,2.384515828,27.36305469,19.97446684,41.99381882,Oilseeds,Canal Irrigation,7516.005473,7027.114524
Nagaur,Chalky (Calcareous),6.624085597,1.805038147,30.79026745,19.51688165,37.92016536,Mango,Drip Irrigation,13618.18692,13868.92024
Hanumangarh,Black lava soil,7.978919816,1.604559104,30.17004048,13.17489102,43.50747391,Sugarcane,Canal Irrigation,6660.721628,7404.319599
Sri Ganganagar,Nitrogenous,7.454300221,1.959560751,30.26129245,14.69697467,36.41491925,Pulses,Drip Irrigation,15473.72064,14767.45084
Bhilwara,Nitrogenous,7.417184295,2.039288515,19.35632953,22.29084057,35.10139388,Gram,Sprinkler Irrigation,13269.83042,12433.77781
Hanumangarh,Saline,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Chilli,Drip Irrigation,11449.39055,10775.08502
Kota,Chalky (Calcareous),7.508806626,1.512316986,36.51753966,23.32351373,37.23539581,Oilseeds,Canal Irrigation,8321.910312,8264.601041
Kota,Clay,6.728440886,2.082147383,40.98111571,22.46493229,39.71241123,Wheat,Tube Well,7085.039933,7133.806636
Ajmer,Black lava soil,8.393673207,1.876832359,18.49264141,15.89560539,37.86597903,Mango,Sprinkler Irrigation,9686.704406,9395.307773
Udaipur,Saline,6.522475615,1.81553028,31.06904397,15.41011948,48.65584816,Onion,Tube Well,10431.12896,10886.6638
Jodhpur,Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Gram,Sprinkler Irrigation,9523.558288,10095.72053
Alwar,Loamy,6.939791041,1.622566902,30.16071573,11.37114438,40.1116962,Gram,Canal Irrigation,10428.86594,9813.976461
Bhilwara,Chalky (Calcareous),7.270987408,2.237667463,24.6832275,25.10812382,34.72005094,Tomato,Canal Irrigation,9973.846375,9908.948352
Udaipur,Clay,8.072146534,1.306065725,33.81930176,19.73446599,37.24509098,Opium,Sprinkler Irrigation,16342.00179,15589.09023
Alwar,Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Onion,Sprinkler Irrigation,12647.39407,12983.91524
Jodhpur,Clay,7.083200859,1.66005573,26.02014813,20.95944773,39.19720195,Pulses,Tube Well,7193.092735,6268.906166
Alwar,Black lava soil,8.470608718,1.560838461,28.1099605,21.15722961,43.23244769,Gram,Canal Irrigation,12684.69187,12287.39329
Hanumangarh,Sandy,7.745752824,1.995355719,31.53490536,29.06703849,38.28560569,Garlic,Tube Well,15454.10281,16259.07275
Nagaur,Nitrogenous,7.793631207,1.897186073,30.41416285,16.3591405,48.74068535,Fenugreek,Tube Well,16090.02339,15361.57488
Kota,Chalky (Calcareous),7.029298415,2.560483512,34.02787351,24.87911669,40.04428852,Oilseeds,Tube Well,10271.70642,9876.14555
Alwar,Black lava soil,7.037968596,1.373246994,28.92522581,21.92874984,43.51329999,Pulses,Canal Irrigation,11406.57518,11187.31764
Nagaur,Loamy,7.720831282,1.283134988,25.81297137,9.465554427,32.88020944,Pulses,Canal Irrigation,8633.055423,8656.398637
Jodhpur,Nitrogenous,7.282105135,1.579275243,27.61080075,19.77696734,46.71090066,Guava,Tube Well,7554.88023,8090.811919
Jaipur,Saline,7.288120159,1.773292946,21.02178414,18.34954904,43.66414541,Citrus,Canal Irrigation,13588.23035,14184.6768
Bhilwara,Alkaline,6.984487362,2.411175235,25.81509823,22.7598213,38.27950986,Cumin,Tube Well,9033.17584,9957.40999
Hanumangarh,Chalky (Calcareous),7.721158434,1.624635196,24.24001226,20.54541485,41.92985046,Fennel,Canal Irrigation,7090.404122,7603.524009
Hanumangarh,Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Chilli,Drip Irrigation,7325.435419,7496.33086
Udaipur,Black lava soil,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Oilseeds,Canal Irrigation,11398.12061,11403.07065
Jodhpur,Saline,7.931111756,1.291886472,24.24423132,5.804606703,35.95309589,Maize,Tube Well,10244.54511,9579.26582
Jodhpur,Loamy,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Guava,Drip Irrigation,10909.23647,10440.86774
Jaipur,Nitrogenous,8.491816826,2.005940217,31.93293115,26.796488,39.26430248,Coriander,Drip Irrigation,8055.923952,8931.093656
Udaipur,Nitrogenous,7.735254924,2.00593134,25.09605996,23.69972026,48.39873691,Mustard,Tube Well,8662.430473,7879.707185
Jodhpur,Loamy,8.336132952,1.631310048,25.82907576,8.669739529,38.24610897,Citrus,Sprinkler Irrigation,11687.74635,11502.90229
Nagaur,Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Cumin,Tube Well,12124.62296,11550.14433
Nagaur,Alkaline,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Cotton,Tube Well,6307.872962,6303.275718
Alwar,Alkaline,8.110410649,1.561613109,38.56020142,11.26181745,42.17385032,Pulses,Drip Irrigation,6936.134039,7739.350476
Alwar,Alkaline,7.600826453,1.485013863,30.23039611,14.63155671,40.40541271,Citrus,Drip Irrigation,11982.04181,12353.04092
Jodhpur,Nitrogenous,7.1481448,2.846173286,30.72163236,6.483259764,41.69677906,Coriander,Sprinkler Irrigation,10921.13757,10773.17177
Ajmer,Saline,7.589264585,1.017731981,22.59427138,19.98815542,37.28196552,Chilli,Canal Irrigation,12004.15004,11324.20472
Jodhpur,Clay,7.571653153,1.742047343,25.37303871,11.22281051,36.52425321,Citrus,Tube Well,9031.82612,8450.692002
Jaipur,Saline,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Chilli,Tube Well,11960.80291,11499.37797
Udaipur,Clay,8.072146534,1.306065725,33.81930176,19.73446599,37.24509098,Opium,Sprinkler Irrigation,16342.00179,15589.09023
Sri Ganganagar,Alkaline,7.242390803,2.765097599,33.32463581,15.37717943,32.01200415,Mustard,Sprinkler Irrigation,8966.38223,9951.933877
Ajmer,Alkaline,7.185481069,1.941172534,30.07513875,10.41325557,32.64436797,Barley,Canal Irrigation,12913.49563,12716.86175
Jaipur,Chalky (Calcareous),7.222491649,1.298815358,40.45547136,19.88781974,39.71024729,Citrus,Sprinkler Irrigation,7995.988967,8715.285788
Hanumangarh,Clay,7.826153076,1.184332445,32.40130251,14.72446162,44.1139139,Fenugreek,Tube Well,15513.85992,16108.36869
Kota,Clay,6.022875529,1.679136428,26.87041991,15.10872531,40.61121502,Sugarcane,Sprinkler Irrigation,8191.028657,7808.377486
Nagaur,Alkaline,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Cotton,Tube Well,6307.872962,6303.275718
Sri Ganganagar,Alkaline,8.403804254,2.253078828,24.719846,18.71527437,41.53916186,Maize,Tube Well,9778.388589,10363.86693
Jodhpur,Saline,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Wheat,Drip Irrigation,6487.90918,6880.542595
Ajmer,Loamy,7.181206229,2.108341559,28.48324966,18.90566874,43.83121488,Chilli,Sprinkler Irrigation,9235.754331,8996.96835
Bhilwara,Sandy,6.579051114,2.4460338,27.05053841,23.49344407,40.12605434,Citrus,Drip Irrigation,13566.56146,13019.99681
Nagaur,Alkaline,8.085858957,1.411913332,32.43780149,25.90945546,42.40454046,Bajra,Sprinkler Irrigation,13310.5613,12879.77876
Jodhpur,Chalky (Calcareous),6.90611738,1.801338374,32.67182449,20.45546803,35.7423001,Tomato,Sprinkler Irrigation,8911.254812,8184.064041
Nagaur,Saline,7.501115811,1.862678125,27.7139073,16.55444101,42.33845052,Fennel,Tube Well,14752.6601,15223.98852
Hanumangarh,Clay,7.826153076,1.184332445,32.40130251,14.72446162,44.1139139,Fenugreek,Tube Well,15513.85992,16108.36869
Bhilwara,Alkaline,6.457103781,2.486863115,31.4939889,16.13272078,49.49367491,Citrus,Sprinkler Irrigation,9617.67665,10038.17066
Udaipur,Saline,7.455727893,1.773054292,34.45028866,16.96369293,38.99899373,Sugarcane,Canal Irrigation,12579.51717,11595.32163
Kota,Sandy,6.913060018,1.901031136,40.33953169,10.84158876,34.74345044,Chilli,Tube Well,10866.56894,9953.445509
Jaipur,Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Pulses,Tube Well,12711.24546,12906.54273
Kota,Chalky (Calcareous),7.745714726,2.284880179,30.97740866,19.50577399,42.17987695,Oilseeds,Sprinkler Irrigation,12623.94474,12590.95157
Kota,Alkaline,7.319980366,1.635961451,31.8667428,21.56189105,45.96367583,Sugarcane,Canal Irrigation,15500.34492,16106.22941
Nagaur,Saline,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Pomegranate,Drip Irrigation,11020.64323,11888.3408
Hanumangarh,Clay,7.249869492,1.741941679,40.62278115,6.1309253,39.10190139,Onion,Sprinkler Irrigation,14185.39852,13640.5555
Kota,Saline,7.074732361,3.242594958,31.32387655,26.37695369,39.24142783,Fenugreek,Sprinkler Irrigation,15246.38415,15071.23609
Jodhpur,Loamy,7.454077618,1.956282336,32.74159814,24.74797286,39.70292409,Mustard,Tube Well,9974.913485,9799.321096
Jaipur,Saline,7.288120159,1.773292946,21.02178414,18.34954904,43.66414541,Citrus,Canal Irrigation,13588.23035,14184.6768
Hanumangarh,Loamy,8.308150021,1.303632264,29.82724688,11.91643313,38.85308834,Bajra,Tube Well,10552.23841,10219.82292
Jaipur,Sandy,7.628686553,1.684576799,32.16176357,16.4140905,29.83823118,Garlic,Canal Irrigation,6286.133219,5375.498171
Jaipur,Loamy,8.750450249,1.472180255,28.2315712,13.8378438,44.76230985,Sugarcane,Tube Well,13030.96599,13630.77372
Hanumangarh,Loamy,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Wheat,Tube Well,10243.22079,10833.55014
Nagaur,Saline,7.501115811,1.862678125,27.7139073,16.55444101,42.33845052,Fennel,Tube Well,14752.6601,15223.98852
Jaipur,Nitrogenous,7.853039457,1.878659362,24.86815396,26.15000286,35.17647287,Maize,Sprinkler Irrigation,14175.39301,14457.0701
Ajmer,Chalky (Calcareous),6.892596932,0.895859612,28.84706801,20.67929712,39.73747466,Sugarcane,Tube Well,7425.755472,7757.582395
Bhilwara,Nitrogenous,8.015329904,2.547399251,25.97004134,17.36722433,33.38826283,Bajra,Tube Well,5664.668931,6018.313816
Udaipur,Black lava soil,7.380944782,2.023001374,25.47692813,25.86378423,43.32708412,Mustard,Drip Irrigation,11497.93257,10643.11146
Alwar,Loamy,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Bajra,Tube Well,13462.22994,14202.63
Sri Ganganagar,Black lava soil,8.584968294,1.288158682,20.74078634,23.91794832,36.60678469,Chilli,Drip Irrigation,7487.903069,7764.943093
Nagaur,Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Maize,Drip Irrigation,15589.49965,14763.18527
Udaipur,Saline,8.340746229,1.558065552,30.73649,16.59752976,43.0747232,Bajra,Canal Irrigation,7592.191946,7176.437921
Kota,Saline,8.091746833,1.410979566,38.33612056,27.61619311,43.67810999,Wheat,Canal Irrigation,10071.73945,10089.21063
Alwar,Sandy,6.307547246,2.173058664,32.4600714,30.32110067,40.79047438,Guava,Sprinkler Irrigation,8522.951454,9029.965796
Bhilwara,Sandy,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Sugarcane,Tube Well,11896.69466,11299.49667
Bhilwara,Alkaline,8.026105578,2.048717055,28.86528767,22.00000003,51.4439533,Fenugreek,Drip Irrigation,7051.334138,6827.565826
Jodhpur,Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Chilli,Drip Irrigation,10096.85948,9846.919244
Jaipur,Loamy,7.025523586,1.546548563,18.24772074,28.36434101,35.68010075,Garlic,Tube Well,13050.12719,13825.47698
Ajmer,Clay,7.407451175,2.606064602,23.80205994,23.03920169,45.50665082,Cotton,Sprinkler Irrigation,6833.142224,7069.150324
Nagaur,Nitrogenous,6.792366404,2.109267021,35.04735894,15.77529281,32.5049202,Citrus,Canal Irrigation,13924.5074,13887.81076
Jodhpur,Saline,8.143191068,1.871473796,31.38776257,15.33446961,35.01534187,Pulses,Drip Irrigation,13077.09762,12960.93443
Sri Ganganagar,Nitrogenous,7.454300221,1.959560751,30.26129245,14.69697467,36.41491925,Pulses,Drip Irrigation,15473.72064,14767.45084
Bhilwara,Sandy,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Sugarcane,Tube Well,11896.69466,11299.49667
Ajmer,Clay,6.657666211,2.095458262,29.81834696,20.73467649,37.38934215,Gram,Tube Well,9376.41469,8571.722508
Nagaur,Black lava soil,7.632145105,2.656891088,29.9226418,15.66012289,38.93203379,Oilseeds,Drip Irrigation,13919.97323,14126.70105
Jaipur,Chalky (Calcareous),6.628614013,2.204719265,28.61664114,20.56697196,42.29497001,Opium,Sprinkler Irrigation,6816.884588,6050.719258
Hanumangarh,Clay,7.249869492,1.741941679,40.62278115,6.1309253,39.10190139,Onion,Sprinkler Irrigation,14185.39852,13640.5555
Jaipur,Chalky (Calcareous),6.867996916,2.243092396,20.25314122,9.748212714,43.69590247,Opium,Tube Well,12018.70282,11643.58412
Hanumangarh,Clay,7.249869492,1.741941679,40.62278115,6.1309253,39.10190139,Onion,Sprinkler Irrigation,14185.39852,13640.5555
Jaipur,Clay,7.807983503,2.518590703,25.44756648,18.77985824,41.47359626,Pulses,Sprinkler Irrigation,15740.43146,16343.54738
Bhilwara,Saline,7.743652619,2.535964933,25.60358609,21.7429756,39.37412786,Fennel,Sprinkler Irrigation,8072.302979,8218.100085
Kota,Alkaline,7.301402342,1.44886513,31.73780807,20.4334885,41.77834474,Wheat,Sprinkler Irrigation,15030.82889,14595.05796
Ajmer,Saline,8.2695986,1.535890016,36.21714139,21.77669098,30.95366143,Coriander,Canal Irrigation,14599.36564,14731.55946
Kota,Alkaline,7.301402342,1.44886513,31.73780807,20.4334885,41.77834474,Wheat,Sprinkler Irrigation,15030.82889,14595.05796
Alwar,Sandy,8.159098534,1.320912539,27.78368268,18.55712441,39.42720286,Cotton,Canal Irrigation,13796.69415,13560.84118
Jodhpur,Alkaline,8.347861439,2.948644347,30.78346864,25.11765322,40.87643389,Onion,Tube Well,10952.76011,11134.34191
Nagaur,Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Opium,Tube Well,12890.67772,13317.34962
Kota,Chalky (Calcareous),6.784322576,1.357200443,21.92076765,21.86324093,40.83246564,Oilseeds,Drip Irrigation,8623.140124,7838.507781
Kota,Loamy,7.669276438,1.531037212,31.08312488,14.87123658,45.50410699,Oilseeds,Sprinkler Irrigation,8666.711731,9336.208465
Jaipur,Clay,7.19412018,2.567973923,29.23001167,19.19022592,42.1920635,Wheat,Drip Irrigation,14163.87759,13331.73667
Jodhpur,Loamy,7.80162375,2.149079233,33.19330084,25.29059163,41.8380992,Citrus,Tube Well,10890.19063,10699.08668
Kota,Chalky (Calcareous),8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Cumin,Canal Irrigation,6194.533536,6140.8546
Sri Ganganagar,Clay,7.285509641,2.482384947,36.49993686,24.80152584,31.02904067,Coriander,Tube Well,9052.480195,9852.96903
Jaipur,Sandy,8.100130875,1.768419319,27.94286696,25.76950367,30.6512915,Gram,Canal Irrigation,9320.451018,8695.537819
Kota,Saline,7.495408823,1.741121276,31.0890117,22.37794218,31.26552154,Tomato,Tube Well,8876.717234,8225.815106
Alwar,Saline,7.06934521,3.089281087,30.97166732,19.26329887,44.81962712,Barley,Tube Well,7374.706139,7556.796376
Nagaur,Black lava soil,8.168484537,1.95887315,31.53225431,17.81131339,40.90994941,Mango,Tube Well,12484.25317,11786.78267
Ajmer,Nitrogenous,5.889491822,2.197799417,30.17135907,11.5956477,41.5486339,Maize,Tube Well,16104.83833,15178.43041
Jaipur,Black lava soil,6.781873068,2.346961617,33.5829467,11.34868635,46.66942873,Chilli,Drip Irrigation,12873.69048,12595.82022
Kota,Sandy,7.471046125,1.6324416,29.0703776,12.00302619,51.38543249,Wheat,Canal Irrigation,12097.0136,11350.65627
Jodhpur,Clay,7.843428956,0.967348612,40.60815654,18.58424058,29.87480043,Chilli,Drip Irrigation,16223.12114,15672.21755
Jaipur,Chalky (Calcareous),6.977235257,1.986869603,26.87744772,23.7349042,40.15745781,Onion,Canal Irrigation,10318.04235,10793.46084
Hanumangarh,Black lava soil,8.099649786,1.983861553,29.56457637,29.39937275,42.6037806,Fennel,Drip Irrigation,12094.26981,12418.71668
Sri Ganganagar,Chalky (Calcareous),7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Garlic,Tube Well,10209.99323,10742.56007
Jaipur,Sandy,6.223225202,1.915807539,28.36993752,21.95183097,39.23047387,Gram,Drip Irrigation,9338.785099,9337.61893
Kota,Nitrogenous,5.914787132,2.10530042,27.5576196,27.96334999,40.09672035,Chilli,Drip Irrigation,14638.50661,15448.41821
Udaipur,Black lava soil,7.00606333,1.576574517,36.24809453,23.89674502,39.8049024,Garlic,Drip Irrigation,12947.54617,12369.10912
Ajmer,Chalky (Calcareous),6.892596932,0.895859612,28.84706801,20.67929712,39.73747466,Sugarcane,Tube Well,7425.755472,7757.582395
Jodhpur,Clay,7.41397932,2.719084601,30.82620025,20.06260932,48.18605822,Fenugreek,Drip Irrigation,8243.873791,9008.445906
Ajmer,Nitrogenous,7.218026256,1.591891378,30.39071531,24.30818062,40.69530199,Sugarcane,Sprinkler Irrigation,11408.14277,11428.96675
Bhilwara,Chalky (Calcareous),8.399240044,2.276452614,25.31703997,25.53115779,41.00349347,Onion,Drip Irrigation,9945.804199,10823.73315
Udaipur,Alkaline,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Sugarcane,Sprinkler Irrigation,7049.046866,7916.060498
Nagaur,Loamy,7.617727898,0.155817354,25.96174721,18.04215011,47.52531019,Fennel,Tube Well,8943.452446,9628.731394
Kota,Clay,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Pulses,Sprinkler Irrigation,8443.310385,9215.982049
Alwar,Clay,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Cumin,Sprinkler Irrigation,11573.02095,11578.29855
Bhilwara,Sandy,6.579051114,2.4460338,27.05053841,23.49344407,40.12605434,Citrus,Drip Irrigation,13566.56146,13019.99681
Sri Ganganagar,Chalky (Calcareous),7.291045227,0.987096063,24.64573791,29.55709544,33.59772214,Fenugreek,Tube Well,13521.26567,12932.42481
Jaipur,Nitrogenous,7.088032257,1.640445274,40.24906048,20.00341409,43.91065001,Mustard,Canal Irrigation,9925.043136,9085.122609
Bhilwara,Nitrogenous,7.183559863,2.094664154,31.48622137,14.05383767,45.26992886,Wheat,Tube Well,8806.521619,8075.985966
Jaipur,Nitrogenous,7.697899424,2.131775406,36.42047897,7.868039647,28.06535065,Cotton,Canal Irrigation,14058.35972,13953.3593
Sri Ganganagar,Saline,8.177721401,2.585099355,30.67148249,20.39798931,42.77028886,Onion,Sprinkler Irrigation,9916.312266,9189.075187
Ajmer,Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Opium,Drip Irrigation,5800.331231,6665.005919
Jodhpur,Loamy,8.248715842,2.928851172,29.48284388,13.80473649,50.47921751,Citrus,Sprinkler Irrigation,13144.77643,13109.02333
Ajmer,Loamy,7.843283873,2.37053689,25.61651457,23.30229976,38.0725338,Gram,Canal Irrigation,9226.887721,9214.910364
Sri Ganganagar,Nitrogenous,7.594739911,2.503721987,23.72538666,20.92355237,44.68957769,Fennel,Drip Irrigation,12710.18555,12017.6947
Kota,Saline,8.121702899,2.614015105,28.32598506,11.03039443,37.16647446,Chilli,Sprinkler Irrigation,10228.19852,9364.872596
Udaipur,Nitrogenous,7.384349529,1.711790212,37.35517345,16.5025239,34.81466963,Mango,Tube Well,13709.56552,13537.47165
Udaipur,Sandy,7.869826576,1.045321956,36.59151162,20.36340262,37.94253428,Opium,Drip Irrigation,14601.97346,14377.08275
